# Program:featureCounts v2.0.3; Command:"featureCounts" "-s" "2" "-a" "./genome/chr1-hg19_genes.gtf" "-o" "./results/RNA_seq_featurecounts.txt" "./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam
RTCD1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	100731714;100731714;100732080;100732080;100733056;100733708;100733708;100736113;100736113;100738950;100738950;100740380;100740380;100741155;100741155;100742814;100742814;100750784;100750784;100752655;100752655;100756959;100756959	100731976;100731976;100732180;100732180;100733094;100733851;100733851;100736236;100736236;100739008;100739008;100740521;100740521;100741279;100741279;100742872;100742872;100750878;100750878;100752759;100752759;100758325;100758325	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2623	0	0	1	2	0	0
MIR553	chr1	100746797	100746864	+	68	0	0	0	0	0	0
CDC14A	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	100818023;100818023;100818023;100819318;100819318;100819318;100843102;100843102;100843102;100856288;100856288;100856288;100889778;100889778;100889778;100905488;100905488;100905488;100908490;100908490;100908490;100920961;100920961;100920961;100928207;100928207;100928207;100933512;100933512;100933512;100949848;100949848;100949848;100960374;100960374;100961558;100961558;100963641;100963641;100964485;100964485;100983807	100818559;100818559;100818559;100819408;100819408;100819408;100843177;100843177;100843177;100856380;100856380;100856380;100889857;100889857;100889857;100905554;100905554;100905554;100908552;100908552;100908552;100921048;100921048;100921048;100928437;100928437;100928437;100933650;100933650;100933650;100950007;100950007;100950926;100960486;100960486;100961605;100961605;100963763;100963763;100964818;100965021;100985833	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5392	0	0	0	0	0	0
GPR88	chr1;chr1	101003728;101004450	101004058;101007583	+;+	3465	0	0	0	0	0	0
LOC100128787	chr1;chr1;chr1;chr1;chr1	101092606;101094381;101106045;101110726;101112459	101092858;101094498;101106328;101110791;101112560	-;-;-;-;-	823	0	0	0	0	0	0
VCAM1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	101185196;101185196;101185196;101186032;101186032;101186032;101188576;101188576;101188576;101190180;101190180;101190180;101194663;101194663;101196754;101196754;101196754;101197974;101197974;101197974;101200058;101200058;101200058;101203679;101203679;101203679	101185480;101185480;101185480;101186121;101186307;101186307;101188896;101188896;101188896;101190446;101190446;101190446;101194938;101194938;101197074;101197074;101197074;101198240;101198240;101198240;101200324;101200324;101200324;101204601;101204601;101204601	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3203	0	0	0	0	0	0
EXTL2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	101337941;101337941;101342350;101342350;101343032;101343032;101354309;101354309;101360189;101360189	101339986;101339986;101342420;101342420;101343459;101343459;101354420;101354384;101360418;101360418	-;-;-;-;-;-;-;-;-;-	2887	0	0	0	0	0	0
SLC30A7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	101361632;101361634;101362126;101362126;101372408;101372408;101376619;101376619;101377668;101377668;101379219;101379219;101383633;101383633;101387262;101387262;101427384;101427384;101431325;101431325;101440366;101440366;101440775	101361898;101361898;101362227;101362227;101372521;101372521;101376706;101376706;101377794;101377794;101379362;101379362;101383683;101383683;101387397;101387397;101427474;101427474;101431474;101431474;101440458;101447311;101447311	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8216	0	0	0	0	0	0
DPH5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	101455180;101455180;101455180;101458193;101458193;101458193;101460666;101460666;101460666;101467023;101467023;101467023;101479266;101479266;101479266;101487197;101487197;101487197;101490865;101490865;101490865;101491221;101491239;101491239	101456187;101456184;101456187;101458296;101458296;101458296;101460705;101460705;101460705;101467143;101467143;101467143;101479374;101479374;101479374;101487321;101487321;101487321;101491022;101491022;101491022;101491362;101491362;101491362	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1807	0	2	1	0	0	0
S1PR1	chr1;chr1	101702305;101704378	101702655;101707076	+;+	3050	0	0	0	0	0	0
OLFM3	chr1;chr1;chr1;chr1;chr1;chr1	102268127;102271632;102290582;102296228;102302435;102462304	102270471;102271738;102290801;102296383;102302581;102462790	-;-;-;-;-;-	3462	0	0	0	0	0	0
DNAJA1P5	chr1;chr1	102337567;102358613	102337661;102360299	+;+	1782	1	1	1	0	0	0
COL11A1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	103342023;103342023;103342023;103342023;103345239;103345239;103345239;103345239;103347253;103347253;103347253;103347253;103348755;103348755;103348755;103348755;103352363;103352363;103352363;103352363;103354133;103354133;103354133;103354133;103354279;103354279;103354279;103354279;103354422;103354422;103354422;103354422;103355011;103355011;103355011;103355011;103356007;103356007;103356007;103356007;103363681;103363681;103363681;103363681;103364222;103364222;103364222;103364222;103364497;103364497;103364497;103364497;103377715;103377715;103377715;103377715;103379193;103379193;103379193;103379193;103379908;103379908;103379908;103379908;103380260;103380260;103380260;103380260;103381187;103381187;103381187;103381187;103385867;103385867;103385867;103385867;103387074;103387074;103387074;103387074;103388892;103388892;103388892;103388892;103400005;103400005;103400005;103400005;103400616;103400616;103400616;103400616;103404591;103404591;103404591;103404591;103405883;103405883;103405883;103405883;103412405;103412405;103412405;103412405;103427422;103427422;103427422;103427422;103427732;103427732;103427732;103427732;103428209;103428209;103428209;103428209;103431043;103431043;103431043;103431043;103435775;103435775;103435775;103435775;103440386;103440386;103440386;103440386;103444264;103444264;103444264;103444264;103444416;103444416;103444416;103444416;103444616;103444616;103444616;103444616;103444938;103444938;103444938;103444938;103449694;103449694;103449694;103449694;103453189;103453189;103453189;103453189;103455074;103455074;103455074;103455074;103461420;103461420;103461420;103461420;103461545;103461545;103461545;103461545;103462636;103462636;103462636;103462636;103463866;103463866;103463866;103463866;103467481;103467481;103467481;103467481;103467984;103467984;103467984;103467984;103468303;103468303;103468303;103468303;103468771;103468771;103468771;103468771;103470000;103470000;103470000;103470000;103470164;103470164;103470164;103470164;103471394;103471394;103471394;103471394;103471624;103471624;103471624;103471624;103471818;103471818;103471818;103471818;103474019;103474019;103474019;103474019;103477969;103477969;103477969;103477969;103480067;103480067;103480067;103480067;103481224;103481224;103481224;103481224;103483376;103483376;103483376;103483376;103484374;103484374;103484374;103484374;103487263;103487263;103487263;103487263;103488298;103488298;103488298;103491077;103491077;103491077;103491356;103491772;103491772;103496672;103496672;103496672;103496672;103540174;103540174;103540174;103540174;103544214;103544214;103544214;103544214;103548361;103548361;103548361;103548361;103573629;103573629;103573629;103573629	103343721;103343721;103343721;103343721;103345472;103345472;103345472;103345472;103347321;103347321;103347321;103347321;103348867;103348867;103348867;103348867;103352612;103352612;103352612;103352612;103354186;103354186;103354186;103354186;103354314;103354314;103354314;103354314;103354475;103354475;103354475;103354475;103355118;103355118;103355118;103355118;103356060;103356060;103356060;103356060;103363734;103363734;103363734;103363734;103364329;103364329;103364329;103364329;103364550;103364550;103364550;103364550;103377768;103377768;103377768;103377768;103379246;103379246;103379246;103379246;103379961;103379961;103379961;103379961;103380367;103380367;103380367;103380367;103381240;103381240;103381240;103381240;103385920;103385920;103385920;103385920;103387127;103387127;103387127;103387127;103388945;103388945;103388945;103388945;103400112;103400112;103400112;103400112;103400669;103400669;103400669;103400669;103404644;103404644;103404644;103404644;103405990;103405990;103405990;103405990;103412512;103412512;103412512;103412512;103427475;103427475;103427475;103427475;103427821;103427821;103427821;103427821;103428316;103428316;103428316;103428316;103431096;103431096;103431096;103431096;103435828;103435828;103435828;103435828;103440439;103440439;103440439;103440439;103444308;103444308;103444308;103444308;103444469;103444469;103444469;103444469;103444660;103444660;103444660;103444660;103444991;103444991;103444991;103444991;103449747;103449747;103449747;103449747;103453296;103453296;103453296;103453296;103455127;103455127;103455127;103455127;103461464;103461464;103461464;103461464;103461598;103461598;103461598;103461598;103462680;103462680;103462680;103462680;103463919;103463919;103463919;103463919;103467525;103467525;103467525;103467525;103468037;103468037;103468037;103468037;103468347;103468347;103468347;103468347;103468824;103468824;103468824;103468824;103470044;103470044;103470044;103470044;103470217;103470217;103470217;103470217;103471447;103471447;103471447;103471447;103471677;103471677;103471677;103471677;103471871;103471871;103471871;103471871;103474072;103474072;103474072;103474072;103478025;103478025;103478025;103478025;103480150;103480150;103480150;103480150;103481298;103481298;103481298;103481298;103483438;103483438;103483438;103483438;103484415;103484415;103484415;103484415;103487325;103487325;103487325;103487325;103488552;103488552;103488552;103491169;103491169;103491169;103491508;103491888;103491888;103496800;103496800;103496800;103496800;103540336;103540336;103540336;103540336;103544427;103544427;103544427;103544427;103548528;103548528;103548528;103548528;103574052;103574052;103574052;103574052	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7444	0	0	0	0	0	0
RNPC3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	104068578;104070317;104076361;104077396;104077952;104078748;104079964;104083972;104085918;104087563;104088870;104089599;104093563;104094343;104097656	104068884;104070364;104076479;104077479;104078063;104078816;104080106;104084097;104086069;104087724;104088964;104089657;104093695;104094414;104097859	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1885	0	0	1	1	1	0
AMY2B	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	104097322;104108057;104114179;104114732;104115685;104116330;104116882;104117845;104118063;104120112;104120342;104121933	104097731;104108216;104114392;104114878;104115882;104116560;104117015;104117967;104118162;104120230;104120467;104122149	+;+;+;+;+;+;+;+;+;+;+;+	2179	0	0	0	0	0	0
LOC648740	chr1	104112026	104114008	+	1983	2	0	0	2	0	0
AMY2A	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	104159999;104160576;104161533;104162176;104163173;104164199;104164416;104166488;104166718;104168179	104160230;104160722;104161730;104162406;104163306;104164321;104164515;104166606;104166843;104168400	+;+;+;+;+;+;+;+;+;+	1632	0	0	0	0	0	0
AMY1A	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	104198141;104198302;104198907;104198907;104199466;104199466;104200416;104200416;104201062;104201062;104202032;104202032;104202982;104202982;104203199;104203199;104205279;104205279;104205508;104205508;104206953;104206953;104292279;104292440;104293046;104293046;104293605;104293605;104294555;104294555;104295201;104295201;104296171;104296171;104297121;104297121;104297337;104297337;104299417;104299417;104299646;104299646;104301091;104301091;104230040;104230040;104231580;104231580;104231816;104231816;104233916;104233916;104234110;104234110;104235049;104235049;104235922;104235922;104236601;104236601;104237602;104237602;104238094;104238094;104238664;104238906	104198308;104198550;104199120;104199120;104199612;104199612;104200613;104200613;104201292;104201292;104202165;104202165;104203104;104203104;104203298;104203298;104205397;104205397;104205633;104205633;104207173;104207173;104292446;104292688;104293259;104293259;104293751;104293751;104294752;104294752;104295431;104295431;104296304;104296304;104297243;104297243;104297436;104297436;104299535;104299535;104299771;104299771;104301311;104301311;104230260;104230260;104231705;104231705;104231934;104231934;104234015;104234015;104234232;104234232;104235182;104235182;104236152;104236152;104236798;104236798;104237748;104237748;104238307;104238307;104238912;104239073	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6069	0	0	0	0	0	0
AMY1C	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	104198303;104198907;104199466;104200416;104201062;104202032;104202982;104203199;104205279;104205508;104206953;104292441;104293046;104293605;104294555;104295201;104296171;104297121;104297337;104299417;104299646;104301091;104230041;104231580;104231816;104233916;104234110;104235049;104235922;104236601;104237602;104238094;104238664	104198550;104199120;104199612;104200613;104201292;104202165;104203104;104203298;104205397;104205633;104207172;104292688;104293259;104293751;104294752;104295431;104296304;104297243;104297436;104299535;104299771;104301310;104230260;104231705;104231934;104234015;104234232;104235182;104236152;104236798;104237748;104238307;104238911	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-	5580	0	0	0	0	0	0
AMY1B	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	104198325;104198907;104199466;104200416;104201062;104202032;104202982;104203199;104205279;104205508;104206953;104292463;104293046;104293605;104294555;104295201;104296171;104297121;104297337;104299417;104299646;104301091;104230041;104231580;104231816;104233916;104234110;104235049;104235922;104236601;104237602;104238094;104238664	104198550;104199120;104199612;104200613;104201292;104202165;104203104;104203298;104205397;104205633;104207172;104292688;104293259;104293751;104294752;104295431;104296304;104297243;104297436;104299535;104299771;104301310;104230260;104231705;104231934;104234015;104234232;104235182;104236152;104236798;104237748;104238307;104238889	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-	5514	0	0	0	0	0	0
LOC100129138	chr1;chr1	104615645;104619367	104616526;104619693	+;+	1209	0	0	0	0	0	0
PRMT6	chr1	107599267	107601916	+	2650	0	0	0	0	1	0
NTNG1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	107682629;107682629;107682745;107690691;107690691;107690691;107866904;107866904;107866904;107937776;107937776;107937776;107950304;107950304;107950304;107961202;107963706;107973372;107979287;108023233;108023233;108023233	107682821;107682821;107682821;107691461;107691461;107691461;107867544;107867544;107867544;107937948;107937948;107937948;107950330;107950330;107950330;107961267;107963765;107973539;107979421;108024475;108024475;108024475	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3477	0	0	0	0	0	0
VAV3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	108113782;108113782;108116669;108116669;108138834;108138834;108145019;108145019;108145669;108145669;108152553;108152553;108160189;108160189;108185241;108185241;108226110;108226110;108231003;108231003;108247172;108247582;108291590;108292084;108293739;108298049;108299883;108303406;108307698;108309069;108311063;108313258;108315357;108319853;108322056;108417523;108507288	108115994;108115994;108116820;108116820;108138963;108138963;108145106;108145106;108145785;108145785;108152587;108152587;108160254;108160254;108185377;108185377;108226155;108226155;108231028;108231126;108247272;108247683;108291699;108292216;108293824;108298135;108299951;108303501;108307797;108309172;108311131;108313350;108315465;108319918;108322114;108417639;108507545	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4867	0	0	0	0	0	0
SLC25A24	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	108677447;108677447;108681680;108681680;108686165;108686165;108690901;108690901;108697605;108697605;108700084;108700084;108703804;108703804;108724563;108724563;108728450;108728450;108735118;108742578	108679459;108679459;108681830;108681830;108686332;108686332;108691008;108691008;108697757;108697757;108700242;108700242;108703915;108703915;108724650;108724650;108728576;108728576;108735363;108742974	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3722	2	1	0	1	0	0
NBPF4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	108765963;108769301;108771542;108774878;108775782;108776864;108777858;108778892;108779909;108781370;108782450;108783572;108784696;108786206;108786521	108766368;108769515;108771778;108775050;108775833;108777033;108777909;108779031;108779960;108781581;108782528;108783786;108784795;108786418;108786703	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2499	0	0	0	0	0	0
NBPF6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	108992904;108992904;108993189;108993189;108994812;108994812;108995803;108995803;108997061;108997061;108998008;108998008;108999629;108999629;108999870;109000558;109000558;109001680;109001680;109002555;109002555;109003755;109003755;109004538;109004538;109007810;109007810;109010073;109010073;109013219;109013219	108993086;108993086;108993401;108993401;108994911;108994911;108996017;108996017;108997139;108997139;108998219;108998219;108999680;108999680;108999956;109000697;109000697;109001731;109001731;109002724;109002724;109003806;109003806;109004710;109004710;109008046;109008046;109010287;109010287;109013260;109013260	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2222	0	0	0	0	0	0
FAM102B	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109102971;109143188;109148845;109154800;109159004;109167267;109170789;109171017;109171299;109172210;109177730	109103187;109143308;109148874;109154916;109159050;109167370;109170884;109171206;109171426;109172279;109181949	+;+;+;+;+;+;+;+;+;+;+	5340	0	0	0	0	0	0
HENMT1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109190910;109190910;109192833;109192833;109193652;109193652;109197338;109197338;109198208;109198208;109200073;109200073;109202486;109202486;109203585;109203806	109191613;109191613;109193010;109193010;109193831;109193831;109197472;109197472;109198320;109198320;109200201;109200201;109202584;109202584;109203744;109204148	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2041	0	0	0	0	0	0
PRPF38B	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109234932;109234935;109236212;109238324;109238324;109238665;109238665;109238899;109238899;109241226;109241226;109241784;109241784	109235489;109235489;109236264;109238392;109238392;109238816;109238816;109238959;109238959;109241449;109241449;109244422;109244422	+;+;+;+;+;+;+;+;+;+;+;+;+	3756	2	2	0	0	0	0
FNDC7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109255556;109256133;109260399;109261411;109264957;109268372;109270430;109271254;109273296;109275894;109280117;109284395;109284547	109255618;109256151;109260653;109261671;109265214;109268626;109270687;109271508;109273550;109276154;109280146;109284463;109285367	+;+;+;+;+;+;+;+;+;+;+;+;+	3060	0	0	0	0	0	0
STXBP3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109289285;109294879;109295685;109299312;109301132;109302607;109315287;109318955;109321908;109325044;109325271;109336204;109337449;109338856;109339242;109340767;109342842;109350023;109351405	109289408;109294928;109295766;109299388;109301210;109302707;109315441;109319045;109322032;109325139;109325328;109336269;109337529;109338994;109339348;109340859;109342927;109350171;109352148	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2503	0	0	0	0	0	0
AKNAD1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109358525;109359670;109363167;109365992;109366188;109369827;109373181;109377069;109377551;109380172;109385756;109391374;109391534;109392159;109394294;109399551	109358924;109359799;109363248;109366099;109366310;109369924;109373272;109377150;109377678;109380328;109385889;109391436;109391682;109392198;109395389;109399716	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3048	0	0	0	0	0	0
SRG7	chr1;chr1;chr1	109399839;109400780;109401007	109400123;109400889;109401146	+;+;+	535	0	0	0	0	0	0
GPSM2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109419603;109427897;109439486;109440114;109440581;109441264;109441501;109444412;109445748;109446747;109456960;109461235;109465039;109466622;109472323	109419850;109428200;109439707;109440249;109440723;109441387;109441616;109444567;109445856;109446876;109457030;109461411;109465198;109466836;109473044	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3033	1	0	0	0	0	0
CLCC1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109472130;109472130;109477247;109477247;109479699;109479699;109482258;109482258;109482667;109482667;109484027;109484027;109486097;109486097;109486458;109486458;109490233;109490233;109492442;109492442;109492931;109492931;109505983;109505983	109475123;109475123;109477564;109477564;109480040;109480040;109482404;109482404;109482764;109482764;109484120;109484120;109486237;109486237;109486529;109486679;109490340;109490340;109492543;109492543;109493060;109493070;109506111;109506111	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4835	1	1	1	0	0	0
WDR47	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	109512838;109512838;109512838;109517158;109517158;109517158;109524355;109524355;109524355;109525231;109525231;109525231;109525904;109525904;109525904;109529145;109529145;109529145;109533876;109533876;109533876;109538202;109538202;109538202;109544846;109544846;109544846;109547214;109547214;109547214;109553538;109553538;109553538;109556442;109556463;109556463;109560140;109560140;109560140;109565977;109565977;109565977;109584484;109584484;109584484	109514194;109514194;109514194;109517376;109517376;109517376;109524486;109524486;109524486;109525401;109525401;109525401;109526073;109526073;109526073;109529302;109529302;109529302;109533951;109533951;109533951;109538459;109538459;109538459;109545024;109545024;109545024;109547340;109547340;109547337;109554340;109554340;109554340;109556547;109556547;109556547;109560223;109560223;109560223;109566143;109566143;109566143;109584850;109584850;109584850	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4374	1	0	0	0	0	0
TAF13	chr1;chr1;chr1;chr1	109606998;109608757;109617609;109618543	109607315;109608854;109617687;109618624	-;-;-;-	577	2	0	0	1	0	0
